date,variable,value,value01
1969-03-01,pop,202023,0.02720841460693312
1969-04-01,pop,202161,0.02834244094814628
1969-05-01,pop,202331,0.02973942991920597
1969-06-01,pop,202507,0.031185724383361882
1969-07-01,pop,202677,0.03258271335442157
1969-08-01,pop,202877,0.03422622979096238
1969-09-01,pop,203090,0.03597657479587835
1969-10-01,pop,203302,0.0377187022186116
1969-11-01,pop,203500,0.039345783490787004
1969-12-01,pop,203675,0.04078386037276022
1970-01-01,pop,203849,0.04221371967255072
1970-02-01,pop,204008,0.04352031523960066
1970-03-01,pop,204156,0.04473651740264087
1970-04-01,pop,204401,0.04674982503740336
1970-05-01,pop,204607,0.04844264696704039
1970-06-01,pop,204830,0.050275167793783396
1970-07-01,pop,205052,0.0520994710383437
1970-08-01,pop,205295,0.054096343508740784
1970-09-01,pop,205540,0.056109651143503275
1970-10-01,pop,205788,0.05814761152481388
1970-11-01,pop,206024,0.060086960919932035
1970-12-01,pop,206238,0.0618455235070307
1971-01-01,pop,206466,0.06371913224468723
1971-02-01,pop,206668,0.06537908384559345
1971-03-01,pop,206855,0.0669157717137591
1971-04-01,pop,207065,0.06864146397212696
1971-05-01,pop,207260,0.07024389249775424
1971-06-01,pop,207462,0.07190384409866046
1971-07-01,pop,207661,0.07353914295301857
1971-08-01,pop,207881,0.07534701103321347
1971-09-01,pop,208114,0.0772617076817835
1971-10-01,pop,208345,0.07915996916598815
1971-11-01,pop,208555,0.08088566142435599
1971-12-01,pop,208740,0.08240591412815625
1972-01-01,pop,208917,0.08386042617449486
1972-02-01,pop,209061,0.08504375800880425
1972-03-01,pop,209212,0.08628461291839255
1972-04-01,pop,209386,0.08771447221818307
1972-05-01,pop,209545,0.08902106778523301
1972-06-01,pop,209725,0.09050023257811973
1972-07-01,pop,209896,0.09190543913136213
1972-08-01,pop,210075,0.09337638634206616
1972-09-01,pop,210278,0.095044555525155075
1972-10-01,pop,210479,0.0966962895438786
1972-11-01,pop,210656,0.09815080159021722
1972-12-01,pop,210821,0.09950670265036338
1973-01-01,pop,210985,0.10085438612832684
1973-02-01,pop,211120,0.10196375972299189
1973-03-01,pop,211254,0.10306491573547423
1973-04-01,pop,211420,0.10442903437780311
1973-05-01,pop,211577,0.10571919478048765
1973-06-01,pop,211746,0.10710796616936463
1973-07-01,pop,211909,0.10844743206514539
1973-08-01,pop,212092,0.10995124960458023
1973-09-01,pop,212289,0.11157011329457293
1973-10-01,pop,212475,0.11309858358055588
1973-11-01,pop,212634,0.11440517914760583
1973-12-01,pop,212785,0.11564603405719415
1974-01-01,pop,212932,0.11685401863805164
1974-02-01,pop,213074,0.11802091530799562
1974-03-01,pop,213211,0.11914672406702606
1974-04-01,pop,213361,0.12037936139443167
1974-05-01,pop,213513,0.12162843388620269
1974-06-01,pop,213686,0.1230500756038105
1974-07-01,pop,213854,0.12443062941050477
1974-08-01,pop,214042,0.12597553486085314
1974-09-01,pop,214246,0.12765192162612476
1974-10-01,pop,214451,0.1293365259735791
1974-11-01,pop,214625,0.1307663852733696
1974-12-01,pop,214782,0.13205654567605413
1975-01-01,pop,214931,0.13328096542127704
1975-02-01,pop,215065,0.13438212143375938
1975-03-01,pop,215198,0.13547505986405903
1975-04-01,pop,215353,0.13674878510237815
1975-05-01,pop,215523,0.13814577407343784
1975-06-01,pop,215768,0.14015908170820032
1975-07-01,pop,215973,0.14184368605565467
1975-08-01,pop,216195,0.14366798930021496
1975-09-01,pop,216393,0.14529507057239036
1975-10-01,pop,216587,0.14688928151583494
1975-11-01,pop,216771,0.14840131663745249
1975-12-01,pop,216931,0.14971612978668514
1976-01-01,pop,217095,0.1510638132646486
1976-02-01,pop,217249,0.15232932092078502
1976-03-01,pop,217381,0.15341404176890197
1976-04-01,pop,217528,0.15462202634975947
1976-05-01,pop,217685,0.155912186752444
1976-06-01,pop,217861,0.15735848121659993
1976-07-01,pop,218035,0.15878834051639043
1976-08-01,pop,218233,0.16041542178856583
1976-09-01,pop,218440,0.16211646130038557
1976-10-01,pop,218644,0.1637928480656572
1976-11-01,pop,218834,0.16535418868037097
1976-12-01,pop,219006,0.16676761281579605
1977-01-01,pop,219179,0.16818925453340386
1977-02-01,pop,219344,0.16954515559355002
1977-03-01,pop,219504,0.17085996874278267
1977-04-01,pop,219684,0.1723391335356694
1977-05-01,pop,219859,0.1737772104176426
1977-06-01,pop,220046,0.17531389828580826
1977-07-01,pop,220239,0.17689989164707015
1977-08-01,pop,220458,0.17869954214508235
1977-09-01,pop,220688,0.18058958604710426
1977-10-01,pop,220904,0.18236458379856835
1977-11-01,pop,221109,0.18404918814602267
1977-12-01,pop,221303,0.18564339908946725
1978-01-01,pop,221477,0.18707325838925778
1978-02-01,pop,221629,0.1883223308810288
1978-03-01,pop,221792,0.18966179677680955
1978-04-01,pop,221991,0.19129709563116765
1978-05-01,pop,222176,0.19281734833496791
1978-06-01,pop,222379,0.19448551751805682
1978-07-01,pop,222585,0.19617833944769386
1978-08-01,pop,222805,0.19798620752788876
1978-09-01,pop,223053,0.20002416790919936
1978-10-01,pop,223271,0.20181560082502883
1978-11-01,pop,223477,0.20350842275466588
1978-12-01,pop,223670,0.20509441611592777
1979-01-01,pop,223865,0.20669684464155505
1979-02-01,pop,224053,0.2082417500919034
1979-03-01,pop,224235,0.20973735004915556
1979-04-01,pop,224438,0.21140551923224446
1979-05-01,pop,224632,0.21299973017568907
1979-06-01,pop,224843,0.21473364001623962
1979-07-01,pop,225055,0.21647576743897287
1979-08-01,pop,225295,0.21844798716282185
1979-09-01,pop,225547,0.22051881787286326
1979-10-01,pop,225801,0.2226060837472701
1979-11-01,pop,226027,0.22446325732056122
1979-12-01,pop,226243,0.2262382550720253
1980-01-01,pop,226451,0.22794751216602774
1980-02-01,pop,226656,0.22963211651348206
1980-03-01,pop,226849,0.23121810987474395
1980-04-01,pop,227061,0.2329602372974772
1980-05-01,pop,227251,0.23452157791219097
1980-06-01,pop,227522,0.23674854268370377
1980-07-01,pop,227726,0.2384249294489754
1980-08-01,pop,227953,0.24029032060444921
1980-09-01,pop,228186,0.24220501725301927
1980-10-01,pop,228417,0.2441032787372239
1980-11-01,pop,228612,0.24570570726285118
1980-12-01,pop,228779,0.24707804348736276
1981-01-01,pop,228937,0.24837642147223002
1981-02-01,pop,229071,0.24947757748471236
1981-03-01,pop,229224,0.2507348675586661
1981-04-01,pop,229403,0.2522058147693701
1981-05-01,pop,229575,0.2536192389047952
1981-06-01,pop,229761,0.25514770919077817
1981-07-01,pop,229966,0.2568323135382325
1981-08-01,pop,230187,0.25864839920061006
1981-09-01,pop,230412,0.26049735519171846
1981-10-01,pop,230641,0.2623791815115577
1981-11-01,pop,230822,0.26386656388662716
1981-12-01,pop,230989,0.2652389001111387
1982-01-01,pop,231157,0.266619453917833
1982-02-01,pop,231313,0.26790139673833485
1982-03-01,pop,231470,0.2691915571410194
1982-04-01,pop,231645,0.27062963402299256
1982-05-01,pop,231809,0.27197731750095605
1982-06-01,pop,231992,0.2734811350403909
1982-07-01,pop,232188,0.2750917811482009
1982-08-01,pop,232392,0.27676816791347253
1982-09-01,pop,232599,0.27846920742529224
1982-10-01,pop,232816,0.280252422758939
1982-11-01,pop,232993,0.28170693480527764
1982-12-01,pop,233160,0.28307927102978925
1983-01-01,pop,233322,0.2844105193433873
1983-02-01,pop,233473,0.2856513742529756
1983-03-01,pop,233613,0.28680183575855417
1983-04-01,pop,233781,0.28818238956524844
1983-05-01,pop,233922,0.28934106865300974
1983-06-01,pop,234118,0.2909517147608197
1983-07-01,pop,234307,0.2925048377933508
1983-08-01,pop,234501,0.2940990487367954
1983-09-01,pop,234701,0.2957425651733362
1983-10-01,pop,234907,0.2974353871029732
1983-11-01,pop,235078,0.2988405936562156
1983-12-01,pop,235235,0.30013075405890016
1984-01-01,pop,235385,0.30136339138630575
1984-02-01,pop,235527,0.3025302880562497
1984-03-01,pop,235675,0.3037464902192899
1984-04-01,pop,235839,0.3050941736972534
1984-05-01,pop,235993,0.3063596813533898
1984-06-01,pop,236160,0.30773201757790136
1984-07-01,pop,236348,0.3092769230282498
1984-08-01,pop,236549,0.31092865704697326
1984-09-01,pop,236760,0.3126625668875238
1984-10-01,pop,236976,0.31443756463898787
1984-11-01,pop,237159,0.3159413821784227
1984-12-01,pop,237316,0.31723154258110725
1985-01-01,pop,237468,0.3184806150728783
1985-02-01,pop,237602,0.3195817710853606
1985-03-01,pop,237732,0.3206500567691122
1985-04-01,pop,237900,0.32203061057580645
1985-05-01,pop,238074,0.32346046987559696
1985-06-01,pop,238270,0.32507111598340693
1985-07-01,pop,238466,0.3266817620912169
1985-08-01,pop,238679,0.3284321070961329
1985-09-01,pop,238898,0.3302317575941451
1985-10-01,pop,239113,0.33199853776342647
1985-11-01,pop,239307,0.33359274870687106
1985-12-01,pop,239477,0.3349897376779307
1986-01-01,pop,239638,0.3363127684093461
1986-02-01,pop,239788,0.3375454057367517
1986-03-01,pop,239928,0.33869586724233025
1986-04-01,pop,240094,0.34005998588465913
1986-05-01,pop,240271,0.34151449793099775
1986-06-01,pop,240459,0.3430594033813461
1986-07-01,pop,240651,0.3446371791604253
1986-08-01,pop,240854,0.34630534834351423
1986-09-01,pop,241068,0.3480639109306129
1986-10-01,pop,241274,0.3497567328602499
1986-11-01,pop,241467,0.3513427262215118
1986-12-01,pop,241620,0.3526000162954655
1987-01-01,pop,241784,0.353947699773429
1987-02-01,pop,241930,0.3551474667721038
1987-03-01,pop,242079,0.35637188651732665
1987-04-01,pop,242252,0.3577935282349345
1987-05-01,pop,242423,0.3591987347881769
1987-06-01,pop,242608,0.3607189874919771
1987-07-01,pop,242804,0.3623296335997871
1987-08-01,pop,243012,0.3640388906937896
1987-09-01,pop,243223,0.36577280053434014
1987-10-01,pop,243446,0.3676053213610831
1987-11-01,pop,243639,0.369191314722345
1987-12-01,pop,243809,0.3705883036934047
1988-01-01,pop,243981,0.3720017278288298
1988-02-01,pop,244131,0.37323436515623537
1988-03-01,pop,244279,0.3744505673192756
1988-04-01,pop,244445,0.37581468596160444
1988-05-01,pop,244610,0.37717058702175066
1988-06-01,pop,244806,0.37878123312956063
1988-07-01,pop,245021,0.380548013298842
1988-08-01,pop,245240,0.3823476637968542
1988-09-01,pop,245464,0.3841884022057799
1988-10-01,pop,245693,0.3860702285256191
1988-11-01,pop,245884,0.3876397867225156
1988-12-01,pop,246056,0.3890532108579407
1989-01-01,pop,246224,0.390433764664635
1989-02-01,pop,246378,0.3916992723207714
1989-03-01,pop,246530,0.3929483448125424
1989-04-01,pop,246721,0.3945179030094389
1989-05-01,pop,246906,0.39603815571323914
1989-06-01,pop,247114,0.3977474128072416
1989-07-01,pop,247342,0.3996210215448981
1989-08-01,pop,247573,0.4015192830291027
1989-09-01,pop,247816,0.4035161554994998
1989-10-01,pop,248067,0.40557876862735853
1989-11-01,pop,248281,0.4073373312144572
1989-12-01,pop,248479,0.4089644124866326
1990-01-01,pop,248659,0.41044357727951936
1990-02-01,pop,248827,0.41182413108621363
1990-03-01,pop,249012,0.41334438379001387
1990-04-01,pop,249306,0.41576035295172886
1990-05-01,pop,249565,0.4178887067370492
1990-06-01,pop,249849,0.4202225000769372
1990-07-01,pop,250132,0.42254807583464243
1990-08-01,pop,250439,0.42507087356473255
1990-09-01,pop,250751,0.42763475920573624
1990-10-01,pop,251057,0.4301493393536437
1990-11-01,pop,251346,0.4325242206044451
1990-12-01,pop,251626,0.43482514361560226
1991-01-01,pop,251889,0.43698636772965344
1991-02-01,pop,252135,0.43900789294659864
1991-03-01,pop,252372,0.4409554599238995
1991-04-01,pop,252643,0.4431824246954123
1991-05-01,pop,252913,0.4454011718847424
1991-06-01,pop,253207,0.44781714104645737
1991-07-01,pop,253493,0.45016736955071074
1991-08-01,pop,253807,0.4527476903560798
1991-09-01,pop,254126,0.4553690990723624
1991-10-01,pop,254435,0.45790833196681796
1991-11-01,pop,254718,0.4602339077245232
1991-12-01,pop,254964,0.4622554329414684
1992-01-01,pop,255214,0.4643098284871444
1992-02-01,pop,255448,0.46623274271789716
1992-03-01,pop,255703,0.4683282261744867
1992-04-01,pop,255992,0.47070310742528815
1992-05-01,pop,256285,0.47311085900482047
1992-06-01,pop,256589,0.4756090039883625
1992-07-01,pop,256894,0.4781153665540872
1992-08-01,pop,257232,0.4808929093318412
1992-09-01,pop,257548,0.48348966530157567
1992-10-01,pop,257861,0.486061768524762
1992-11-01,pop,258147,0.4884119970290154
1992-12-01,pop,258413,0.4905978738896147
1993-01-01,pop,258679,0.49278375075021397
1993-02-01,pop,258919,0.49475597047406294
1993-03-01,pop,259152,0.49667066712263297
1993-04-01,pop,259414,0.4988236736545014
1993-05-01,pop,259680,0.5010095505151008
1993-06-01,pop,259963,0.503335126272806
1993-07-01,pop,260255,0.5057346602701556
1993-08-01,pop,260566,0.5082903283289765
1993-09-01,pop,260867,0.5107638205659705
1993-10-01,pop,261163,0.5131962248920509
1993-11-01,pop,261425,0.5153492314239193
1993-12-01,pop,261674,0.5173954093874126
1994-01-01,pop,261919,0.5194087170221751
1994-02-01,pop,262123,0.5210851037874468
1994-03-01,pop,262352,0.5229669301072859
1994-04-01,pop,262631,0.5252596355362604
1994-05-01,pop,262877,0.5272811607532055
1994-06-01,pop,263152,0.5295409958534492
1994-07-01,pop,263436,0.5318747891933372
1994-08-01,pop,263724,0.5342414528619559
1994-09-01,pop,264017,0.5366492044414882
1994-10-01,pop,264301,0.5389829977813761
1994-11-01,pop,264559,0.5411031339845138
1994-12-01,pop,264804,0.5431164416192763
1995-01-01,pop,265044,0.5450886613431253
1995-02-01,pop,265270,0.5469458349164164
1995-03-01,pop,265495,0.5487947909075248
1995-04-01,pop,265755,0.5509313622750278
1995-05-01,pop,265998,0.552928234745425
1995-06-01,pop,266270,0.5551634170991204
1995-07-01,pop,266557,0.5575218631855565
1995-08-01,pop,266843,0.5598720916898099
1995-09-01,pop,267152,0.5624113245842653
1995-10-01,pop,267456,0.5649094695678074
1995-11-01,pop,267715,0.5670378233531278
1995-12-01,pop,267943,0.5689114320907843
1996-01-01,pop,268151,0.5706206891847867
1996-02-01,pop,268364,0.5723710341897027
1996-03-01,pop,268595,0.5742692956739074
1996-04-01,pop,268853,0.5763894318770449
1996-05-01,pop,269108,0.5784849153336346
1996-06-01,pop,269386,0.5807694031804262
1996-07-01,pop,269667,0.5830785437737661
1996-08-01,pop,269976,0.5856177766682217
1996-09-01,pop,270284,0.5881487919804945
1996-10-01,pop,270581,0.5905894138887576
1996-11-01,pop,270878,0.5930300357970207
1996-12-01,pop,271125,0.5950597785961486
1997-01-01,pop,271360,0.596990910409084
1997-02-01,pop,271585,0.5988398664001925
1997-03-01,pop,271821,0.6007792157953106
1997-04-01,pop,272083,0.6029322223271791
1997-05-01,pop,272342,0.6050605761124994
1997-06-01,pop,272622,0.6073614991236566
1997-07-01,pop,272912,0.6097445979566407
1997-08-01,pop,273237,0.6124153121660195
1997-09-01,pop,273553,0.615012068135754
1997-10-01,pop,273852,0.6174691252083826
1997-11-01,pop,274126,0.6197207427264435
1997-12-01,pop,274372,0.6217422679433887
1998-01-01,pop,274626,0.6238295338177955
1998-02-01,pop,274838,0.6255716612405288
1998-03-01,pop,275047,0.6272891359167139
1998-04-01,pop,275304,0.6294010545376688
1998-05-01,pop,275564,0.6315376259051719
1998-06-01,pop,275836,0.6337728082588674
1998-07-01,pop,276115,0.6360655136878418
1998-08-01,pop,276418,0.6385554410892011
1998-09-01,pop,276714,0.6409878454152815
1998-10-01,pop,277003,0.6433627266660831
1998-11-01,pop,277277,0.645614344184144
1998-12-01,pop,277526,0.6476605221476373
1999-01-01,pop,277790,0.64982996384387115
1999-02-01,pop,277992,0.6514899154447773
1999-03-01,pop,278198,0.6531827373744143
1999-04-01,pop,278451,0.6552617856666385
1999-05-01,pop,278717,0.6574476625272377
1999-06-01,pop,279001,0.6597814558671258
1999-07-01,pop,279295,0.6621974250288407
1999-08-01,pop,279602,0.6647202227589308
1999-09-01,pop,279903,0.6671937149959248
1999-10-01,pop,280203,0.669658989650736
1999-11-01,pop,280471,0.6718613016757007
1999-12-01,pop,280716,0.6738746093104632
2000-01-01,pop,280976,0.6760111806779663
2000-02-01,pop,281190,0.6777697432650649
2000-03-01,pop,281409,0.6795693937630771
2000-04-01,pop,281653,0.6815744838156569
2000-05-01,pop,281877,0.6834152222245826
2000-06-01,pop,282126,0.6854614001880759
2000-07-01,pop,282385,0.6875897539733963
2000-08-01,pop,282653,0.689792065998361
2000-09-01,pop,282932,0.6920847714273354
2000-10-01,pop,283201,0.6942953010344828
2000-11-01,pop,283453,0.6963661317445242
2000-12-01,pop,283696,0.6983630042149213
2001-01-01,pop,283920,0.700203742623847
2001-02-01,pop,284137,0.7019869579574938
2001-03-01,pop,284350,0.7037373029624097
2001-04-01,pop,284581,0.7056355644466143
2001-05-01,pop,284810,0.7075173907664536
2001-06-01,pop,285062,0.709588221476495
2001-07-01,pop,285309,0.7116179642756228
2001-08-01,pop,285570,0.7137627532253087
2001-09-01,pop,285843,0.7160061531611869
2001-10-01,pop,286098,0.7181016366177764
2001-11-01,pop,286341,0.7200985090881735
2001-12-01,pop,286570,0.7219803354080127
2002-01-01,pop,286788,0.7237717683238422
2002-02-01,pop,286994,0.7254645902534792
2002-03-01,pop,287190,0.7270752363612892
2002-04-01,pop,287397,0.728776275873109
2002-05-01,pop,287623,0.7306334494464001
2002-06-01,pop,287864,0.7326138867524318
2002-07-01,pop,288105,0.7345943240584635
2002-08-01,pop,288360,0.736689807515053
2002-09-01,pop,288618,0.7388099437181906
2002-10-01,pop,288870,0.7408807744282321
2002-11-01,pop,289106,0.7428201238233502
2002-12-01,pop,289313,0.7445211633351699
2003-01-01,pop,289518,0.7462057676826243
2003-02-01,pop,289714,0.7478164137904343
2003-03-01,pop,289911,0.7494352774804269
2003-04-01,pop,290125,0.7511938400675257
2003-05-01,pop,290346,0.7530099257299032
2003-06-01,pop,290584,0.7549657102893867
2003-07-01,pop,290820,0.7569050596845049
2003-08-01,pop,291072,0.7589758903945464
2003-09-01,pop,291321,0.7610220683580396
2003-10-01,pop,291574,0.7631011166502638
2003-11-01,pop,291807,0.7650158132988338
2003-12-01,pop,292008,0.7666675473175574
2004-01-01,pop,292192,0.768179582439175
2004-02-01,pop,292368,0.7696258769033308
2004-03-01,pop,292561,0.7712118702645927
2004-04-01,pop,292779,0.7730033031804222
2004-05-01,pop,292997,0.7747947360962517
2004-06-01,pop,293223,0.7766519096695428
2004-07-01,pop,293463,0.7786241293933918
2004-08-01,pop,293719,0.780727830432164
2004-09-01,pop,293971,0.7827986611422054
2004-10-01,pop,294230,0.7849270149275257
2004-11-01,pop,294466,0.7868663643226439
2004-12-01,pop,294694,0.7887399730603004
2005-01-01,pop,294914,0.7905478411404954
2005-02-01,pop,295105,0.7921173993373918
2005-03-01,pop,295287,0.7936129992946439
2005-04-01,pop,295490,0.7952811684777329
2005-05-01,pop,295704,0.7970397310648315
2005-06-01,pop,295936,0.7989462101312189
2005-07-01,pop,296186,0.8010006056768949
2005-08-01,pop,296440,0.8030878715513017
2005-09-01,pop,296707,0.8052819659940837
2005-10-01,pop,296972,0.8074596252725003
2005-11-01,pop,297207,0.8093907570854357
2005-12-01,pop,297431,0.8112314954943615
2006-01-01,pop,297647,0.8130064932458255
2006-02-01,pop,297854,0.8147075327576453
2006-03-01,pop,298060,0.8164003546872822
2006-04-01,pop,298281,0.8182164403496599
2006-05-01,pop,298496,0.8199832205189412
2006-06-01,pop,298739,0.8219800929893384
2006-07-01,pop,298996,0.8240920116102932
2006-08-01,pop,299263,0.8262861060530753
2006-09-01,pop,299554,0.8286774224682422
2006-10-01,pop,299835,0.830986563061582
2006-11-01,pop,300094,0.8331149168469023
2006-12-01,pop,300340,0.8351364420638475
2007-01-01,pop,300574,0.8370593562946003
2007-02-01,pop,300802,0.8389329650322568
2007-03-01,pop,301021,0.840732615530269
2007-04-01,pop,301254,0.842647312178839
2007-05-01,pop,301483,0.8445291384986783
2007-06-01,pop,301739,0.8466328395374505
2007-07-01,pop,302004,0.8488104988158671
2007-08-01,pop,302267,0.8509717229299182
2007-09-01,pop,302546,0.8532644283588927
2007-10-01,pop,302807,0.8554092173085784
2007-11-01,pop,303054,0.8574389601077064
2007-12-01,pop,303287,0.8593536567562764
2008-01-01,pop,303506,0.8611533072542885
2008-02-01,pop,303711,0.8628379116017428
2008-03-01,pop,303907,0.8644485577095529
2008-04-01,pop,304117,0.8661742499679207
2008-05-01,pop,304323,0.8678670718975577
2008-06-01,pop,304556,0.8697817685461278
2008-07-01,pop,304798,0.8717704234343422
2008-08-01,pop,305045,0.8738001662334701
2008-09-01,pop,305309,0.8759696079297039
2008-10-01,pop,305554,0.8779829155644665
2008-11-01,pop,305786,0.8798893946308538
2008-12-01,pop,306004,0.8816808275466833
2009-01-01,pop,306208,0.8833572143119549
2009-02-01,pop,306402,0.8849514252553995
2009-03-01,pop,306588,0.8864798955413824
2009-04-01,pop,306787,0.8881151943957406
2009-05-01,pop,306984,0.8897340580857332
2009-06-01,pop,307206,0.8915583613302935
2009-07-01,pop,307439,0.8934730579788636
2009-08-01,pop,307685,0.8954945831958088
2009-09-01,pop,307946,0.8976393721454945
2009-10-01,pop,308189,0.8996362446158916
2009-11-01,pop,308418,0.9015180709357309
2009-12-01,pop,308633,0.9032848511050122
2010-01-01,pop,308833,0.904928367541553
2010-02-01,pop,309027,0.9065225784849976
2010-03-01,pop,309212,0.9080428311887979
2010-04-01,pop,309191.211,0.9078719958728018
2010-05-01,pop,309369.053,0.9093334271233382
2010-06-01,pop,309548.502,0.9108080640284419
2010-07-01,pop,309745.698,0.9124285383645424
2010-08-01,pop,309957.775,0.9141712985411042
2010-09-01,pop,310176.466,0.9159684098062219
2010-10-01,pop,310399.958,0.9178049736833985
2010-11-01,pop,310595.764,0.9194140255802654
2010-12-01,pop,310781.705,0.9209420110288995
2011-01-01,pop,310960.74,0.9224132458549796
2011-02-01,pop,311113.376,0.9236675447290189
2011-03-01,pop,311265.404,0.924916847313091
2011-04-01,pop,311436.238,0.9263206897476913
2011-05-01,pop,311607.08,0.9277245979229488
2011-06-01,pop,311791.223,0.9292378081588184
2011-07-01,pop,311997.049,0.9309292002291556
2011-08-01,pop,312205.367,0.9326410705142923
2011-09-01,pop,312429.118,0.9344797627452546
2011-10-01,pop,312644.159,0.9362468798354051
2011-11-01,pop,312829.523,0.9377701237391198
2011-12-01,pop,313009.712,0.9392508416550392
2012-01-01,pop,313183.179,0.9406763209835264
2012-02-01,pop,313338.977,0.9419566038524274
2012-03-01,pop,313499.369,0.9432746382938756
2012-04-01,pop,313667.127,0.9446532034456815
2012-05-01,pop,313830.53,0.9459959810270823
2012-06-01,pop,314017.594,0.9475331948205072
2012-07-01,pop,314210.786,0.9491207659575486
2012-08-01,pop,314422.341,0.9508592365562104
2012-09-01,pop,314646.749,0.9527033277386666
2012-10-01,pop,314853.978,0.9544062490768062
2012-11-01,pop,315053.863,0.9560488204913961
2012-12-01,pop,315232.752,0.9575188555504774
2013-01-01,pop,315389.595,0.9588077257927593
2013-02-01,pop,315520.143,0.959880514711547
2013-03-01,pop,315662.224,0.9610480770056479
2013-04-01,pop,315817.855,0.9623269875383242
2013-05-01,pop,315983.654,0.9636894544466343
2013-06-01,pop,316171.042,0.9652293307366872
2013-07-01,pop,316358.778,0.9667720667453391
2013-08-01,pop,316580.327,0.968592663860335
2013-09-01,pop,316806.125,0.9704481774820253
2013-10-01,pop,317022.27,0.972224366782906
2013-11-01,pop,317228.026,0.9739151836224904
2013-12-01,pop,317411.551,0.9754233153925709
2014-01-01,pop,317593.923,0.9769219722903952
2014-02-01,pop,317753.883,0.9782364567363403
2014-03-01,pop,317917.203,0.9795785522584196
2014-04-01,pop,318089.218,0.9809920996575775
2014-05-01,pop,318269.505,0.9824736228965508
2014-06-01,pop,318464.152,0.9840731506156676
2014-07-01,pop,318662.368,0.9857020068855945
2014-08-01,pop,318893.786,0.9876037033191516
2014-09-01,pop,319125.296,0.989506155770269
2014-10-01,pop,319353.734,0.9913833638089218
2014-11-01,pop,319564.209,0.9931129594188262
2014-12-01,pop,319746.157,0.9946081320618051
2015-01-01,pop,319928.646,0.9961077504167446
2015-02-01,pop,320074.511,0.9973064080418247
2015-03-01,pop,320230.786,0.9985906106974269
2015-04-01,pop,320402.295,1
1967-07-01,psavert,12.6,0.6887417218543045
1967-08-01,psavert,12.6,0.6887417218543045
1967-09-01,psavert,11.9,0.6423841059602647
1967-10-01,psavert,12.9,0.7086092715231787
1967-11-01,psavert,12.8,0.7019867549668874
1967-12-01,psavert,11.8,0.6357615894039735
1968-01-01,psavert,11.7,0.6291390728476821
1968-02-01,psavert,12.3,0.6688741721854305
1968-03-01,psavert,11.7,0.6291390728476821
1968-04-01,psavert,12.3,0.6688741721854305
1968-05-01,psavert,12,0.6490066225165563
1968-06-01,psavert,11.7,0.6291390728476821
1968-07-01,psavert,10.7,0.5629139072847682
1968-08-01,psavert,10.5,0.5496688741721855
1968-09-01,psavert,10.6,0.5562913907284767
1968-10-01,psavert,10.8,0.5695364238410596
1968-11-01,psavert,10.6,0.5562913907284767
1968-12-01,psavert,11.1,0.5894039735099337
1969-01-01,psavert,10.3,0.5364238410596027
1969-02-01,psavert,9.7,0.4966887417218542
1969-03-01,psavert,10.2,0.5298013245033112
1969-04-01,psavert,9.7,0.4966887417218542
1969-05-01,psavert,10.1,0.5231788079470198
1969-06-01,psavert,11.1,0.5894039735099337
1969-07-01,psavert,11.8,0.6357615894039735
1969-08-01,psavert,11.5,0.6158940397350994
1969-09-01,psavert,11.6,0.6225165562913906
1969-10-01,psavert,11.4,0.6092715231788078
1969-11-01,psavert,11.6,0.6225165562913906
1969-12-01,psavert,11.8,0.6357615894039735
1970-01-01,psavert,11.8,0.6357615894039735
1970-02-01,psavert,11.7,0.6291390728476821
1970-03-01,psavert,12.4,0.6754966887417218
1970-04-01,psavert,13.3,0.7350993377483444
1970-05-01,psavert,12.4,0.6754966887417218
1970-06-01,psavert,12.3,0.6688741721854305
1970-07-01,psavert,13.5,0.7483443708609271
1970-08-01,psavert,13.4,0.7417218543046357
1970-09-01,psavert,12.9,0.7086092715231787
1970-10-01,psavert,13.1,0.7218543046357614
1970-11-01,psavert,13.6,0.7549668874172184
1970-12-01,psavert,13.2,0.7284768211920529
1971-01-01,psavert,13.3,0.7350993377483444
1971-02-01,psavert,13.3,0.7350993377483444
1971-03-01,psavert,13.5,0.7483443708609271
1971-04-01,psavert,13.2,0.7284768211920529
1971-05-01,psavert,13.6,0.7549668874172184
1971-06-01,psavert,14.7,0.8278145695364237
1971-07-01,psavert,13.8,0.7682119205298014
1971-08-01,psavert,13.6,0.7549668874172184
1971-09-01,psavert,13.3,0.7350993377483444
1971-10-01,psavert,13.3,0.7350993377483444
1971-11-01,psavert,13.1,0.7218543046357614
1971-12-01,psavert,13,0.7152317880794702
1972-01-01,psavert,12.5,0.6821192052980132
1972-02-01,psavert,12.8,0.7019867549668874
1972-03-01,psavert,11.8,0.6357615894039735
1972-04-01,psavert,11.5,0.6158940397350994
1972-05-01,psavert,11.7,0.6291390728476821
1972-06-01,psavert,11.7,0.6291390728476821
1972-07-01,psavert,11.7,0.6291390728476821
1972-08-01,psavert,12,0.6490066225165563
1972-09-01,psavert,12.2,0.662251655629139
1972-10-01,psavert,13,0.7152317880794702
1972-11-01,psavert,13.6,0.7549668874172184
1972-12-01,psavert,13.7,0.7615894039735098
1973-01-01,psavert,12.4,0.6754966887417218
1973-02-01,psavert,12.5,0.6821192052980132
1973-03-01,psavert,12.7,0.6953642384105959
1973-04-01,psavert,13.2,0.7284768211920529
1973-05-01,psavert,13.2,0.7284768211920529
